pk_dt_abertura,data,ano,mes,nu_mes
13370,08/02/1979,1979,FEV,2
8045,31/08/2012,2012,AGO,8
11310,06/12/1988,1988,DEZ,12
8048,29/01/1970,1970,JAN,1
1001,23/03/2011,2011,MAR,3
8051,16/05/1969,1969,MAI,5
9482,07/12/1994,1994,DEZ,12
8054,29/03/1989,1989,MAR,3
8056,30/10/1986,1986,OUT,10
10493,20/01/2004,2004,JAN,1
9802,15/06/1993,1993,JUN,6
2374,07/06/2011,2011,JUN,6
5399,04/06/2009,2009,JUN,6
9835,24/04/1995,1995,ABR,4
5057,15/06/2005,2005,JUN,6
11477,03/11/1987,1987,NOV,11
8066,05/05/2008,2008,MAI,5
8068,04/03/2008,2008,MAR,3
8070,26/10/2006,2006,OUT,10
9683,04/11/1985,1985,NOV,11
9712,26/04/2007,2007,ABR,4
15264,28/06/1991,1991,JUN,6
8075,22/09/1999,1999,SET,9
8077,01/04/1987,1987,ABR,4
3514,14/07/1998,1998,JUL,7
10506,02/12/1985,1985,DEZ,12
8375,26/01/2010,2010,JAN,1
8083,27/01/2003,2003,JAN,1
10415,09/11/1987,1987,NOV,11
13379,31/10/1978,1978,OUT,10
11995,05/03/1980,1980,MAR,3
8088,14/10/1997,1997,OUT,10
12505,24/04/2007,2007,ABR,4
8091,25/11/1998,1998,NOV,11
11859,20/03/2008,2008,MAR,3
8094,22/10/1999,1999,OUT,10
9434,07/03/2001,2001,MAR,3
7914,03/10/2012,2012,OUT,10
11338,23/04/1991,1991,ABR,4
12584,11/02/2009,2009,FEV,2
9721,20/08/1984,1984,AGO,8
671,10/06/1992,1992,JUN,6
8102,12/11/1990,1990,NOV,11
14476,14/02/2000,2000,FEV,2
8105,06/03/2006,2006,MAR,3
6778,04/04/2011,2011,ABR,4
8108,23/01/2001,2001,JAN,1
3597,09/03/2012,2012,MAR,3
13041,14/08/1969,1969,AGO,8
9828,04/11/1994,1994,NOV,11
8893,11/11/1983,1983,NOV,11
8114,11/12/1986,1986,DEZ,12
8116,01/06/1992,1992,JUN,6
2277,23/06/2010,2010,JUN,6
13165,06/09/1979,1979,SET,9
10121,20/05/2011,2011,MAI,5
6050,07/12/2000,2000,DEZ,12
3951,30/07/1997,1997,JUL,7
9380,29/09/2003,2003,SET,9
11666,05/01/1972,1972,JAN,1
6417,17/09/2001,2001,SET,9
10528,01/04/1980,1980,ABR,4
13612,23/05/1991,1991,MAI,5
5163,21/10/2011,2011,OUT,10
8130,28/08/2006,2006,AGO,8
8132,02/02/1995,1995,FEV,2
13103,10/07/2011,2011,JUL,7
1731,10/01/2006,2006,JAN,1
7300,18/10/2011,2011,OUT,10
7644,21/10/1987,1987,OUT,10
5648,01/06/2000,2000,JUN,6
6851,14/12/2001,2001,DEZ,12
8140,17/10/1980,1980,OUT,10
11481,27/10/1987,1987,OUT,10
8143,30/09/1982,1982,SET,9
8145,05/04/1994,1994,ABR,4
10547,16/09/1986,1986,SET,9
6245,07/07/2003,2003,JUL,7
12975,08/07/2004,2004,JUL,7
6436,08/02/2012,2012,FEV,2
8152,28/07/1999,1999,JUL,7
2011,18/06/2009,2009,JUN,6
8155,27/11/2009,2009,NOV,11
8157,30/11/2005,2005,NOV,11
10329,04/09/2001,2001,SET,9
9377,06/07/2006,2006,JUL,7
3472,14/06/1991,1991,JUN,6
8162,30/09/1966,1966,SET,9
6272,04/04/2006,2006,ABR,4
5635,21/05/2012,2012,MAI,5
7653,23/09/2003,2003,SET,9
481,22/02/1983,1983,FEV,2
8168,19/07/1995,1995,JUL,7
11745,03/06/2003,2003,JUN,6
8171,23/06/2004,2004,JUN,6
2775,01/09/1992,1992,SET,9
8174,02/06/1998,1998,JUN,6
8176,20/10/1997,1997,OUT,10
8009,23/07/2010,2010,JUL,7
8179,03/02/1983,1983,FEV,2
6444,14/10/2011,2011,OUT,10
15288,21/10/2006,2006,OUT,10
3741,24/03/2011,2011,MAR,3
14380,19/01/2006,2006,JAN,1
9808,22/11/2007,2007,NOV,11
1011,13/01/2010,2010,JAN,1
451,17/05/1990,1990,MAI,5
10567,06/03/2008,2008,MAR,3
8190,08/06/2005,2005,JUN,6
12061,10/08/2007,2007,AGO,8
9245,10/11/1998,1998,NOV,11
9696,28/11/1995,1995,NOV,11
12019,29/08/2011,2011,AGO,8
13045,10/07/2012,2012,JUL,7
8197,14/07/2000,2000,JUL,7
8199,03/10/2000,2000,OUT,10
8201,06/08/2003,2003,AGO,8
10595,19/01/1978,1978,JAN,1
13095,26/10/1992,1992,OUT,10
3508,07/04/1999,1999,ABR,4
8207,26/03/1984,1984,MAR,3
8209,08/10/2007,2007,OUT,10
625,29/06/2009,2009,JUN,6
8212,26/08/1981,1981,AGO,8
10227,27/04/2000,2000,ABR,4
11765,01/12/1990,1990,DEZ,12
8216,08/01/1996,1996,JAN,1
9899,14/09/1987,1987,SET,9
8219,10/03/2003,2003,MAR,3
2340,02/07/2008,2008,JUL,7
8222,02/02/2010,2010,FEV,2
6769,18/05/2007,2007,MAI,5
4692,13/06/2006,2006,JUN,6
12851,22/05/2000,2000,MAI,5
8227,01/05/2011,2011,MAI,5
8229,31/01/2006,2006,JAN,1
1620,15/07/2010,2010,JUL,7
8232,04/12/2000,2000,DEZ,12
5723,02/06/2003,2003,JUN,6
8235,20/08/1985,1985,AGO,8
8237,13/05/1983,1983,MAI,5
829,13/09/2001,2001,SET,9
8240,05/04/1989,1989,ABR,4
10619,11/10/1976,1976,OUT,10
3131,29/04/2009,2009,ABR,4
14731,21/06/2002,2002,JUN,6
11660,25/11/1983,1983,NOV,11
8247,10/03/2011,2011,MAR,3
2094,19/06/2000,2000,JUN,6
7965,15/06/2009,2009,JUN,6
2469,10/05/1991,1991,MAI,5
8252,01/10/2007,2007,OUT,10
10232,18/11/1994,1994,NOV,11
8255,12/09/2002,2002,SET,9
14952,14/03/2002,2002,MAR,3
10022,14/01/2011,2011,JAN,1
8259,04/08/1992,1992,AGO,8
11475,16/04/1980,1980,ABR,4
3483,14/02/2007,2007,FEV,2
9693,30/05/2000,2000,MAI,5
8264,23/03/1993,1993,MAR,3
143,08/05/2012,2012,MAI,5
2559,18/11/2010,2010,NOV,11
10305,23/11/1976,1976,NOV,11
8269,22/10/2009,2009,OUT,10
14505,17/10/1995,1995,OUT,10
8272,09/04/1979,1979,ABR,4
7640,12/11/1980,1980,NOV,11
8275,21/08/2002,2002,AGO,8
2387,17/06/2011,2011,JUN,6
1611,17/12/1984,1984,DEZ,12
9925,03/10/2003,2003,OUT,10
8280,23/09/1998,1998,SET,9
8282,09/10/2006,2006,OUT,10
8284,15/12/2004,2004,DEZ,12
8286,16/10/1986,1986,OUT,10
8288,10/11/1970,1970,NOV,11
8290,22/04/1992,1992,ABR,4
10645,15/10/1996,1996,OUT,10
6211,27/10/1993,1993,OUT,10
8295,23/01/1992,1992,JAN,1
10658,20/12/2002,2002,DEZ,12
11157,09/12/1991,1991,DEZ,12
9172,18/03/2003,2003,MAR,3
8301,25/10/2006,2006,OUT,10
2543,10/05/2012,2012,MAI,5
7868,28/09/1999,1999,SET,9
3309,03/04/2001,2001,ABR,4
10660,27/03/2009,2009,MAR,3
10675,31/10/2005,2005,OUT,10
12394,19/02/1990,1990,FEV,2
8311,17/12/2008,2008,DEZ,12
13470,23/01/1980,1980,JAN,1
8314,28/06/1994,1994,JUN,6
9242,23/04/1999,1999,ABR,4
8317,08/09/2003,2003,SET,9
10685,02/08/2000,2000,AGO,8
12643,09/10/2000,2000,OUT,10
12105,29/04/1988,1988,ABR,4
2246,21/03/2012,2012,MAR,3
10689,29/06/2000,2000,JUN,6
8326,26/01/2007,2007,JAN,1
8328,31/03/2011,2011,MAR,3
8330,19/04/1977,1977,ABR,4
15153,18/03/1987,1987,MAR,3
12978,08/02/2002,2002,FEV,2
4629,03/12/1985,1985,DEZ,12
8335,02/07/2001,2001,JUL,7
10701,01/09/2004,2004,SET,9
10628,14/11/1996,1996,NOV,11
8340,14/08/1992,1992,AGO,8
8913,07/04/1998,1998,ABR,4
10710,29/08/2002,2002,AGO,8
12684,21/03/1989,1989,MAR,3
11014,13/09/1979,1979,SET,9
1282,08/06/2010,2010,JUN,6
11285,14/10/2005,2005,OUT,10
15237,01/02/1992,1992,FEV,2
2456,28/09/1985,1985,SET,9
9017,27/02/1978,1978,FEV,2
13477,12/08/1998,1998,AGO,8
10910,15/07/1982,1982,JUL,7
4028,04/12/2008,2008,DEZ,12
2330,02/03/1989,1989,MAR,3
2098,08/05/2008,2008,MAI,5
7629,05/02/1996,1996,FEV,2
9780,24/09/1987,1987,SET,9
8359,17/03/1983,1983,MAR,3
6823,10/12/2007,2007,DEZ,12
11614,13/07/1994,1994,JUL,7
8363,06/05/2002,2002,MAI,5
8365,09/03/2006,2006,MAR,3
8367,04/03/1991,1991,MAR,3
10722,15/01/2008,2008,JAN,1
1580,02/09/1988,1988,SET,9
1290,14/03/2011,2011,MAR,3
11716,18/05/1976,1976,MAI,5
1099,27/09/2011,2011,SET,9
10724,22/10/1979,1979,OUT,10
6224,24/05/2010,2010,MAI,5
13451,09/03/1983,1983,MAR,3
10730,18/09/2012,2012,SET,9
12771,28/02/1979,1979,FEV,2
3128,05/11/2010,2010,NOV,11
6406,19/04/2011,2011,ABR,4
8384,29/05/2009,2009,MAI,5
8386,31/10/1985,1985,OUT,10
5513,25/06/2011,2011,JUN,6
3369,25/03/2011,2011,MAR,3
14845,25/10/1999,1999,OUT,10
7851,25/11/2010,2010,NOV,11
13726,09/12/1999,1999,DEZ,12
8393,25/04/1991,1991,ABR,4
8395,23/02/1977,1977,FEV,2
2533,13/07/2009,2009,JUL,7
8398,16/08/2008,2008,AGO,8
8400,06/12/1985,1985,DEZ,12
8402,15/03/1993,1993,MAR,3
8404,08/06/1983,1983,JUN,6
7658,13/10/2004,2004,OUT,10
8407,13/12/1996,1996,DEZ,12
9385,30/08/2004,2004,AGO,8
14566,17/02/2000,2000,FEV,2
4926,04/07/1988,1988,JUL,7
4722,04/11/2011,2011,NOV,11
4869,05/06/2003,2003,JUN,6
586,27/01/2000,2000,JAN,1
3739,13/07/2006,2006,JUL,7
8416,22/10/2002,2002,OUT,10
7251,18/10/2006,2006,OUT,10
13398,20/01/1981,1981,JAN,1
8420,01/09/1980,1980,SET,9
8422,22/03/1982,1982,MAR,3
8424,21/02/2001,2001,FEV,2
1888,20/07/2011,2011,JUL,7
8427,17/07/2010,2010,JUL,7
4938,11/07/1989,1989,JUL,7
10776,11/08/2004,2004,AGO,8
13129,09/11/2007,2007,NOV,11
5450,16/07/2010,2010,JUL,7
8434,23/03/2010,2010,MAR,3
8436,14/05/2008,2008,MAI,5
10783,14/07/2004,2004,JUL,7
9160,23/07/2009,2009,JUL,7
8441,19/10/2007,2007,OUT,10
10101,15/12/2008,2008,DEZ,12
9964,19/11/1971,1971,NOV,11
10791,10/05/2002,2002,MAI,5
5515,15/06/2011,2011,JUN,6
9676,11/04/1988,1988,ABR,4
7015,27/07/1994,1994,JUL,7
14238,03/04/1989,1989,ABR,4
8451,22/06/2005,2005,JUN,6
9013,05/01/1982,1982,JAN,1
8454,05/12/1997,1997,DEZ,12
10813,11/12/1998,1998,DEZ,12
4182,08/06/2011,2011,JUN,6
14619,14/07/1989,1989,JUL,7
8460,09/07/2003,2003,JUL,7
8462,11/09/1989,1989,SET,9
14544,26/12/1996,1996,DEZ,12
8959,19/08/2008,2008,AGO,8
4328,13/04/1987,1987,ABR,4
8242,10/06/1999,1999,JUN,6
11993,14/12/1998,1998,DEZ,12
8469,17/02/1978,1978,FEV,2
4266,07/12/2011,2011,DEZ,12
3340,19/04/2012,2012,ABR,4
8473,18/08/2003,2003,AGO,8
303,30/03/2012,2012,MAR,3
11806,06/05/1976,1976,MAI,5
14950,05/06/1974,1974,JUN,6
13501,16/04/1996,1996,ABR,4
8479,02/01/1991,1991,JAN,1
8481,01/08/1992,1992,AGO,8
14298,23/03/1998,1998,MAR,3
287,24/10/2011,2011,OUT,10
3804,27/08/2011,2011,AGO,8
10824,15/09/1999,1999,SET,9
3057,16/05/2005,2005,MAI,5
8489,05/03/2004,2004,MAR,3
8796,03/10/2005,2005,OUT,10
12024,24/02/2005,2005,FEV,2
13915,25/04/2002,2002,ABR,4
11926,05/05/1977,1977,MAI,5
10833,02/06/2005,2005,JUN,6
8794,13/09/2004,2004,SET,9
2302,17/11/2005,2005,NOV,11
9488,17/01/1992,1992,JAN,1
5098,12/08/2003,2003,AGO,8
3311,31/05/2011,2011,MAI,5
9752,07/01/2012,2012,JAN,1
285,01/11/2011,2011,NOV,11
8504,14/12/2010,2010,DEZ,12
8506,22/08/1985,1985,AGO,8
8508,27/08/2004,2004,AGO,8
673,12/12/2011,2011,DEZ,12
2780,11/03/1986,1986,MAR,3
8512,25/11/2009,2009,NOV,11
10843,12/10/1977,1977,OUT,10
4305,12/05/2006,2006,MAI,5
10851,15/12/2003,2003,DEZ,12
5608,03/09/2007,2007,SET,9
8520,25/01/2007,2007,JAN,1
4092,28/09/1993,1993,SET,9
13629,13/10/1997,1997,OUT,10
8524,29/03/1996,1996,MAR,3
8526,21/07/2012,2012,JUL,7
8528,24/06/2010,2010,JUN,6
8530,18/12/1990,1990,DEZ,12
2615,15/09/2006,2006,SET,9
3896,26/06/2009,2009,JUN,6
8534,09/03/2000,2000,MAR,3
8536,05/10/2010,2010,OUT,10
10900,24/10/1980,1980,OUT,10
6169,07/07/1989,1989,JUL,7
14375,09/01/1996,1996,JAN,1
8541,29/05/1996,1996,MAI,5
12150,25/07/1997,1997,JUL,7
1318,01/02/1995,1995,FEV,2
8545,02/03/1988,1988,MAR,3
14745,27/10/1994,1994,OUT,10
14234,08/04/1987,1987,ABR,4
8549,09/02/1995,1995,FEV,2
12578,08/11/2004,2004,NOV,11
8552,20/10/1994,1994,OUT,10
8561,17/08/1998,1998,AGO,8
14933,14/08/2010,2010,AGO,8
8556,08/07/1994,1994,JUL,7
8558,17/07/2004,2004,JUL,7
14215,24/02/1988,1988,FEV,2
10886,02/07/1976,1976,JUL,7
8563,04/07/2003,2003,JUL,7
8565,04/05/1983,1983,MAI,5
7156,04/11/2002,2002,NOV,11
8568,18/05/1999,1999,MAI,5
8007,03/02/1976,1976,FEV,2
11050,01/06/1978,1978,JUN,6
8572,22/10/1987,1987,OUT,10
15212,16/02/1979,1979,FEV,2
8575,19/01/1982,1982,JAN,1
6907,21/01/2009,2009,JAN,1
10091,25/03/2008,2008,MAR,3
6053,07/11/2008,2008,NOV,11
8580,21/07/1998,1998,JUL,7
2892,05/06/1996,1996,JUN,6
8583,30/06/2012,2012,JUN,6
11281,09/01/2001,2001,JAN,1
8586,07/10/1999,1999,OUT,10
8588,01/09/1993,1993,SET,9
8963,25/02/1999,1999,FEV,2
7754,09/01/2012,2012,JAN,1
10904,27/09/1993,1993,SET,9
7784,03/10/1997,1997,OUT,10
8595,15/08/2007,2007,AGO,8
5007,25/08/2010,2010,AGO,8
11692,20/12/1994,1994,DEZ,12
3674,24/07/1984,1984,JUL,7
11885,23/11/2000,2000,NOV,11
8601,09/10/2003,2003,OUT,10
5436,13/09/2010,2010,SET,9
8604,01/08/2001,2001,AGO,8
2399,12/04/1994,1994,ABR,4
8607,25/03/1987,1987,MAR,3
8609,24/03/1981,1981,MAR,3
8514,05/09/2006,2006,SET,9
635,02/03/2011,2011,MAR,3
10922,31/07/2009,2009,JUL,7
11463,22/11/1989,1989,NOV,11
9995,23/04/1987,1987,ABR,4
2923,24/05/1994,1994,MAI,5
8618,13/06/2003,2003,JUN,6
8620,28/03/1984,1984,MAR,3
8622,09/04/2001,2001,ABR,4
8624,09/04/1980,1980,ABR,4
8626,09/05/2002,2002,MAI,5
8628,06/04/1994,1994,ABR,4
11839,26/06/1989,1989,JUN,6
9074,11/02/2005,2005,FEV,2
8343,10/01/2001,2001,JAN,1
14973,05/05/1986,1986,MAI,5
9006,28/04/1967,1967,ABR,4
10947,12/07/1990,1990,JUL,7
8637,20/04/2004,2004,ABR,4
8639,18/04/1994,1994,ABR,4
8641,03/06/1994,1994,JUN,6
13942,16/08/1983,1983,AGO,8
8644,05/06/2007,2007,JUN,6
4407,21/09/2010,2010,SET,9
8647,27/06/2001,2001,JUN,6
9698,24/03/1986,1986,MAR,3
10604,16/05/1985,1985,MAI,5
4738,18/01/1991,1991,JAN,1
8652,06/01/2009,2009,JAN,1
11184,06/02/1969,1969,FEV,2
7137,01/12/1998,1998,DEZ,12
7423,01/08/1995,1995,AGO,8
8657,26/02/2008,2008,FEV,2
14405,24/03/1999,1999,MAR,3
8660,30/10/2010,2010,OUT,10
856,26/04/2005,2005,ABR,4
15226,29/09/1987,1987,SET,9
8664,27/11/1981,1981,NOV,11
8666,23/07/2001,2001,JUL,7
10967,19/10/2006,2006,OUT,10
8670,30/04/1993,1993,ABR,4
6016,01/01/1979,1979,JAN,1
7617,03/11/2008,2008,NOV,11
8674,04/04/1990,1990,ABR,4
8676,23/09/1999,1999,SET,9
12260,29/09/1993,1993,SET,9
8679,21/03/1991,1991,MAR,3
8681,09/10/1974,1974,OUT,10
8683,26/11/1986,1986,NOV,11
8685,02/09/1985,1985,SET,9
8687,06/10/1993,1993,OUT,10
8689,14/05/1981,1981,MAI,5
1990,25/09/1991,1991,SET,9
11557,18/11/1999,1999,NOV,11
3288,10/01/2002,2002,JAN,1
14597,03/09/1986,1986,SET,9
8695,13/11/2006,2006,NOV,11
4642,15/10/2007,2007,OUT,10
14644,31/10/2008,2008,OUT,10
2114,03/04/2007,2007,ABR,4
8700,27/12/1990,1990,DEZ,12
8702,05/10/1988,1988,OUT,10
1003,29/09/2010,2010,SET,9
8705,13/12/2006,2006,DEZ,12
12907,23/09/1966,1966,SET,9
11010,13/12/1979,1979,DEZ,12
9106,05/08/1966,1966,AGO,8
2587,24/05/2007,2007,MAI,5
836,01/12/2006,2006,DEZ,12
3050,21/12/2006,2006,DEZ,12
1613,09/06/2011,2011,JUN,6
7321,19/05/1986,1986,MAI,5
8716,24/10/1990,1990,OUT,10
11605,06/03/2012,2012,MAR,3
8719,30/01/2004,2004,JAN,1
8721,10/05/1989,1989,MAI,5
12248,06/01/1983,1983,JAN,1
621,18/07/2001,2001,JUL,7
12337,21/08/1992,1992,AGO,8
9117,17/07/1980,1980,JUL,7
11019,25/07/1978,1978,JUL,7
8729,28/03/1996,1996,MAR,3
8731,15/02/1996,1996,FEV,2
2843,18/11/2011,2011,NOV,11
14364,20/11/2009,2009,NOV,11
8735,07/08/1984,1984,AGO,8
8737,29/12/2010,2010,DEZ,12
11030,04/06/1975,1975,JUN,6
8379,02/12/2008,2008,DEZ,12
6705,03/08/2012,2012,AGO,8
11220,09/07/1984,1984,JUL,7
10538,07/02/2006,2006,FEV,2
