pk_endereco,nm_logradouro,nu_logradouro,nm_bairro,nm_municipio,cd_cep,sg_uf,vl_latitude,vl_longitude
444,RUA NOVA YORK,90,SANTO AGOSTINHO,VOLTA REDONDA,27211440,RJ,"-22,4853005","-44,0813382"
446,RUA PRINC DAS ASTURIAS,121,VILA CAMPESTRE,SAO PAULO,04331100,SP,"-23,658744","-46,6510791"
448,AVENIDA PEDRO BUENO,319,JABAQUARA,SAO PAULO,04342010,SP,"-23,6341872","-46,6472135"
450,RUA RODOLFO NOVAES,1,CENTRO,IGUAI,45280000,BA,"-14,7532122","-40,0897858"
452,AVENIDA CARMINDO DE CAMPOS,1950,JARDIM PAULISTA,CUIABA,78070100,MT,"-15,6203842","-56,0857739"
454,RUA GUILHERME MARCONI,611,CENTRO,LARANJAL PAULISTA,18500000,SP,"-23,0561417","-47,8349201"
456,RUA MATO GROSSO D,1085,JARDIM ITALIA,CHAPECO,89802271,SC,"-27,1062354","-52,620441"
458,RUA PIAUI,200,SANTA EFIGENIA,BELO HORIZONTE,30150320,MG,"-19,9233112","-43,9245826"
460,RUA IMPERIAL,250,VILA BUENOS AIRES,SAO PAULO,03737010,SP,"-23,5075582","-46,5118066"
462,LOCALIDADE CALCADAO S M CARVALHO,35,CENTRO,BORDA DA MATA,37564000,MG,"-22,2691578","-46,1640692"
464,AVENIDA BRASIL,1350,CENTRO,IVAIPORA,86870000,PR,"-24,236505","-51,6683809"
466,AVENIDA MANOEL RIBAS,324,CENTRO,SAPOPEMA,84290000,PR,"-23,9105966","-50,5802112"
468,AVENIDA SILVIO AVIDOS,1816,SAO SILVANO,COLATINA,29703100,ES,"-19,5188333","-40,6446916"
470,RUA JOAO ADOLFO,1514,CENTRO,ITAPETININGA,18200353,SP,"-23,5801027","-48,0325621"
472,RUA CARLOS DE LAET,1665,HAUER,CURITIBA,81610050,PR,"-25,477975","-49,2449071"
474,RUA FRANCISCO REBELO,506,VILA CALIFORNIA,SAO PAULO,03212000,SP,"-23,6041129","-46,5611618"
476,RUA IVO VARELA,130,BOA VISTA,JOINVILLE,89200000,SC,"-26,3103855","-48,8277554"
478,RUA COMENDADOR ARAUJO,143,-,CURITIBA,80420900,PR,"-25,4348457","-49,2772171"
480,RUA CAPITAO MARTINHO,227,CENTRO,PAULA CANDIDO,36544000,MG,"-20,8742187","-42,973026"
482,RUA CAIENA,99,JARDIM GUANABARA,LONDRINA,86030495,PR,"-23,3044524","-51,1695824"
484,RUA PRINCIPAL,SN,BAIRRO DOS FRANCA,ORTIGUEIRA,84381970,PR,"-24,2066425","-50,924438"
486,RUA DO COMERCIO,-,CENTRO,CAIBI,89888000,SC,"-27,0738808","-53,2493006"
488,SITIO CACHOEIRINHA,SN,ZONA RURAL,ABRE CAMPO,35365000,MG,"-20,3001336","-42,4747054"
490,AVENIDA DOUTOR LUIS ARROBAS MARTINS,6,CAPELA DO SOCORRO,SAO PAULO,04781000,SP,"-23,6872868","-46,7022899"
492,RUA PARANA,24,JARDIM BRASILIA,BASTOS,17690000,SP,"-21,925107","-50,7406812"
494,RUA BAR DE ITAPETININGA,255,CENTRO,SAO PAULO,08210040,SP,"-23,5443651","-46,6414802"
496,RUA ULHOA CINTRA,600,CENTRO,MOGI MIRIM,13800002,SP,"-22,4334658","-46,9566083"
498,RUA PINDUCA SOARES,207,CENTRO,IBIUNA,18150000,SP,"-23,6563725","-47,2200581"
500,AVENIDA INDIANOPOLIS,2456,INDIANOPOLIS,SAO PAULO,04062002,SP,"-23,6194969","-46,6480953"
502,RUA ARTUR AQUILES,66,CENTRO,JOAO PESSOA,58013140,PB,"-7,1191776","-34,8826593"
504,RUA CABO JOAO ROMEU TEIXEIRA,310,CAPUAVA,MAUA,09380170,SP,"-23,6528133","-46,4923353"
506,RUA VALDER XAVIER DE LIMA,29,ITAPOA,SALVADOR,40301155,BA,"-12,9730401","-38,502304"
508,RUA FREI ORLANDO,235,BOM FUTURO,FORTALEZA,60425290,CE,"-3,7561267","-38,546957"
510,RUA PAULA FRASSINETTI,134,RIO COMPRIDO,RIO DE JANEIRO,20261170,RJ,"-22,9260092","-43,2123842"
512,PRACA JOAO MONEYOUR,88,DOS ABREUS,ITAPEVI,06653230,SP,"-23,547471","-46,9275157"
514,AVENIDA PRESIDENTE ROOSEVELT,867,CENTRO,DRACENA,17900970,SP,"-21,488013","-51,5363783"
516,AVENIDA PROGRESSO,SN,CENTRO,CAIBI,89888000,SC,"-27,0740008","-53,2500625"
518,RUA JERONIMO COELHO,305,CENTRO,FLORIANOPOLIS,88010030,SC,"-27,594979","-48,551728"
520,RUA CORONEL JOSE VITORIANO VILLAS BOAS,1112,VILA PADOVAN,BOTUCATU,18607710,SP,"-22,8841808","-48,4441654"
522,RUA ANTONIO FABIANO,112,SANTOS DUMONT,PARA DE MINAS,35660326,MG,"-19,8406703","-44,6070529"
524,RUA DA LINHA,SN,CENTRO,CAJUEIRO,57770000,AL,"-9,3791223","-36,1597342"
526,RUA JOSE DO PATROCINIO,405,CENTRO,PARANAPANEMA,18720000,SP,"-23,3870414","-48,7262178"
528,RUA JOAO BIAGIONI PIO,168,CENTRO,BOFETE,18590000,SP,"-23,1012119","-48,2616994"
530,RUA JOSE BONIFACIO,147,CENTRO,PARAISO DO TOCANTINS,77600000,TO,"-10,1777477","-48,8809067"
532,PRACA SEBASTIAO VAZ,4,SETOR CENTRAL,SANTA BARBARA DE GOIAS,75394970,GO,"-16,5743478","-49,6940732"
534,AVENIDA JOAO VELOSO DA SILVA,380,JARDIM CUMBICA,GUARULHOS,07180000,SP,"-23,4524394","-46,4828577"
536,RUA 8 DE MAIO,28,CENTRO,IRINEOPOLIS,89440000,SC,"-26,2429228","-50,795168"
538,VIA CHICO MENDES,695,AREAL,RIO BRANCO,69906116,AC,"-9,9834251","-67,8065445"
540,QUADRA 804 SUL ALAMEDA 5,1,PLANO DIRETOR SUL,PALMAS,77023010,TO,"-10,233297","-48,3264233"
542,AVENIDA REPUBLICA DO LIBANO,2099,MOEMA,SAO PAULO,04501003,SP,"-23,5979582","-46,661274"
544,RUA MIRTES ROCHA,354,VILA PERY,FORTALEZA,60721140,CE,"-3,7823467","-38,5800252"
546,TRAVESSA WE,35,CIDADE NOVA,ANANINDEUA,67133180,PA,"-1,3593738","-48,4028777"
548,RUA PROJETADA,SN,SETOR INDUSTRIAL,BALSAS,65800000,MA,"-7,5229754","-46,0336504"
550,AVENIDA JACOB LOPES CASTRO,100,NOVA ERA,VICOSA,36570000,MG,"-20,7548659","-42,8785788"
552,AVENIDA DANIEL DE LA TOUCHE,987,COHAMA,SAO LUIS,65074115,MA,"-2,527453","-44,2550163"
554,QN 7 CONJUNTO 22,-,RIACHO FUNDO 1,BRASILIA,71805722,DF,"-15,8804735","-48,0199726"
556,RUA MANOEL PRETO,32,JARDIM BANDEIRANTES,TELEMACO BORBA,84269180,PR,"-24,3340741","-50,6554473"
558,AVENIDA ITAQUERA,796,JARDIM MARINGA,SAO PAULO,03526000,SP,"-23,5546437","-46,515545"
560,RUA JOAO GERALDO CLARO,166,JARDIM PADRE AUGUSTO SANI,JAU,17213403,SP,"-22,3123814","-48,5915581"
562,AVENIDA DANILO CORREA,SN,CIDADE ALTA,PAUINI,69860000,AM,"-7,7143584","-66,9765208"
564,RUA A,10,PORTO DAS CANOAS,GOVERNADOR VALADARES,35022651,MG,"-18,8667494","-41,9732357"
566,RUA LAGOA DOURADA,107,VIANOPOLIS,BETIM,32628076,MG,"-19,9540197","-44,1184353"
568,AVENIDA GOVERNADOR MUNIZ FALCAO,SN,CENTRO,ARARIPINA,56280000,PE,"-7,5841062","-40,5019729"
570,RUA ANTONIO ZANCO,79,KM 18,OSASCO,06192130,SP,"-23,5275105","-46,8042892"
572,RUA SETE DE ABRIL,118,REPUBLICA,SAO PAULO,01043000,SP,"-23,5465859","-46,6405827"
573,AVENIDA ELIEZER MOREIRA,253,TAMARINDO,BARRA DO CORDA,65950000,MA,"-5,5047711","-45,2520016"
575,RUA DONHA PINTO CARVALHO,SN,CENTRO,NOVO JARDIM,77318000,TO,"-11,8201782","-46,6236058"
577,AVENIDA JERUZALEM,47,VILA PALESTINA,CARIACICA,29145620,ES,"-20,3433296","-40,3935511"
579,RUA MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,926,JARDIM IMPERADOR,ARARAQUARA,14806202,SP,"-21,75025","-48,1618945"
581,RUA DOUTOR TEIXEIRA DE CARVALHO,444,CENTRO,BRASILANDIA,79670000,MS,"-21,255102","-52,0355549"
583,RUA DOUTOR DIOGO DE FARIA,1155,VILA CLEMENTINO,SAO PAULO,04037004,SP,"-23,5953645","-46,6479752"
585,RUA VIRGILIO FURLAN,1277,PAULICEIA,PIRACICABA,13424080,SP,"-22,7544969","-47,6447326"
587,RUA ROMA,643,TIBERY,UBERLANDIA,38405076,MG,"-18,902623","-48,2519507"
589,RUA 21 DE ABRIL,374,CENTRO,FREDERICO WESTPHALEN,98400000,RS,"-27,3620684","-53,3978427"
591,RUA RIACHUELO,1010,CENTRO,SAO BORJA,97670000,RS,"-28,6592231","-56,0081974"
593,RUA CASILDA DULCE DOS SANTOS,1674,APARECIDA,SAO FRANCISCO,39300000,MG,"-15,9610185","-44,8579311"
595,RUA ALCEBIADES JOSE SOBREIRA,96,BNH,CACHOEIRO DE ITAPEMIRIM,29313155,ES,"-20,8391089","-41,156889"
597,RUA PEDRO BERDU DIAS,3251,VILA FORMOSA,FRANCA,14405152,SP,"-20,5248861","-47,4040493"
599,AVENIDA HORACIO NEGRISOLO,43,CENTRO,SERRA AZUL,14230000,SP,"-21,3115279","-47,5642608"
601,RUA AUGUSTO ENEAS CARVALHO,SN,CENTRO,PEDRO LAURENTINO,64728970,PI,"-8,0664805","-42,2877782"
603,RUA DIARIO DE PERNAMBUCO,100,EDSON MORORO MOURA,BELO JARDIM,55150615,PE,"-8,336385","-36,4173092"
605,RUA SAO MATEUS,64,CAMPO VELHO,CUIABA,78065258,MT,"-15,5754036","-56,1000102"
607,AVENIDA NOSSA SENHORA DE FATIMA,1285,FATIMA,MUCUM,95970000,RS,"-29,1529531","-51,8596569"
609,RUA SAFIRA,113,SAO JOAQUIM,CONTAGEM,32113030,MG,"-19,8793309","-44,0232474"
611,RUA ARAGUACI,67,JK,ARAGUAINA,77816180,TO,"-7,1858818","-48,209071"
613,AVENIDA MARECHAL RONDON,137,CENTRO,COLIDER,78500970,MT,"-10,8079828","-55,4571289"
615,AVENIDA VITORIA,2091,CENTRO,LINHARES,29900081,ES,"-19,3930805","-40,0670819"
617,RUA JOAQUIM TEIXEIRA ALVES,1570,CENTRO,DOURADOS,79801015,MS,"-22,2293288","-54,8121751"
618,RUA GENERAL OSORIO,259,JARDIM PAULISTA,BERTIOGA,11250000,SP,"-23,8392171","-46,1339912"
620,RUA DANIEL FILHO,25,CENTRO,PRADO,45980000,BA,"-17,3340784","-39,2250585"
622,RUA LORENZO PENNA,57,JARDIM HELENA,SAO PAULO,08371160,SP,"-23,5955076","-46,450417"
624,AVENIDA LATERAL NORTE,467,ACARACUZINHO,MARACANAU,61921010,CE,"-3,8478597","-38,611727"
626,RUA GIUSEPPE BIBIENA,254,JARDIM SANTA EMILIA,SAO PAULO,04183020,SP,"-23,6433974","-46,5976786"
628,RUA MARQUES DO HERVAL,167,SANTO ANTONIO,RECIFE,50020901,PE,"-8,0663018","-34,8819277"
630,RUA APOLONIA VON BUETTNER,560,ASILO,BLUMENAU,89037020,SC,"-26,9063866","-49,0968304"
632,RUA MINAS GERAIS,878,JUNQUEIRA,LINS,16403134,SP,"-21,6817079","-49,7407169"
634,RUA HENRIQUE VERA DO NASCIMENTO,395,LAGOA DA CONCEICAO,FLORIANOPOLIS,88062020,SC,"-27,5953778","-48,5480499"
636,AVENIDA MARIO JORGE MENEZES VIEIRA,800,COROA DO MEIO,ARACAJU,49035240,SE,"-10,947987","-37,045653"
637,RUA VOLUNTARIO ETELVINO BORGES,674,CENTRO,NUPORANGA,14670000,SP,"-20,7304489","-47,7528331"
639,RUA DA FRATERNIDADE,691,ALTEROSAS,MONTES CLAROS,39403022,MG,"-16,7664647","-43,8626339"
641,AVMD BELO HORIZONTE,228,CENTRO,OURO VERDE DO OESTE,85933000,PR,"-24,7740823","-53,9023748"
643,RUA ANGELO LA PORTA,76,CENTRO,FLORIANOPOLIS,88020600,SC,"-27,5883983","-48,5421754"
645,RUA TRINTA E UM DE MARCO,460,CENTRO,ARAL MOREIRA,79930970,MS,"-22,9503292","-55,6265331"
647,RUA BRILHO DO SOL,1546,BELA VISTA,BOA VISTA,69316128,RR,"2,7688237","-60,72572"
649,RUA PROFESSOR JOSE VIEIRA DE MENDONCA,1121,ENGENHO NOGUEIRA,BELO HORIZONTE,31310260,MG,"-19,8825589","-43,9791395"
651,AVENIDA PRESIDENTE KENNEDY,3330,ALDEOTA,FORTALEZA,60355425,CE,"-3,7043863","-38,5791784"
653,AVENIDA JOHN KENNEDY,508D,CENTRO,PLANALTO,45190000,BA,"-14,6603923","-40,4788747"
655,AVENIDA PACAEMBU,3217,JARDIM AMERICA III,VARZEA PAULISTA,13222305,SP,"-23,2107065","-46,8311254"
657,RUA RICARDO DOS SANTOS,35,MUTUA,SAO GONCALO,24461150,RJ,"-22,8097833","-43,0349971"
659,RUA VASSOURAS,47,QUITANDINHA,PETROPOLIS,25650500,RJ,"-22,5314549","-43,2249532"
661,ACESSO IMPERATRIS DONA LEOPOLDINA,3428,CENTRO,VENANCIO AIRES,95800000,RS,"-29,6306693","-52,1962817"
663,AVENIDA JOSE FROIO,65,CENTRO,FLORIDA PAULISTA,17830000,SP,"-21,6148283","-51,1716156"
665,AVENIDA JOAO PAULO II,1710,DOM JOAO VI,CAPANEMA,68700050,PA,"-1,2035534","-47,178546"
666,RUA PONTA GROSSA,585,COLINA VERDE,SALTO DO LONTRA,85670000,PR,"-25,7808413","-53,3124157"
668,QUADRA B,-,LOTEAMENTO FLAMENGO,BARREIRAS,47802470,BA,"-12,1359946","-44,9880446"
670,RUA MANOEL BITTENCOURT,122,7 DE SETEMBRO,GASPAR,89110000,SC,"-26,9268182","-48,9430069"
672,AVENIDA ANGELO SIMOES,1216,JARDIM LEONOR,CAMPINAS,13042010,SP,"-22,925969","-47,057666"
674,ESTANCIA HS,SN,AFONSO XIII,TUPA,17600970,SP,"-21,9340017","-50,5195856"
676,ADE CONJUNTO 4,SN,AGUAS CLARAS,BRASILIA,71986000,DF,"-15,801519","-47,860297"
678,RUA EST R GRANDE PEL BR,392,POVO NOVO 3 DISTR,RIO GRANDE,96209030,RS,"-32,0319414","-52,0996074"
680,AVENIDA OLEGARIO MACIEL,742,CENTRO,BELO HORIZONTE,30180110,MG,"-19,9205817","-43,945275"
682,RUA CLIMACO BARBOSA,813,CAMBUCI,SAO PAULO,01523000,SP,"-23,5669899","-46,6136048"
684,RUA CAPITAO PEDRO ESPERIDIAO HOFFER,665,NOVA POA,POA,08568700,SP,"-23,554702","-46,349357"
686,RUA CORONEL MANOEL FERREIRA,989,JARDIM DAS PAINEIRAS,CHAVANTES,18970000,SP,"-23,0362024","-49,7045395"
688,RUA OTACILIO MARTINHO RIBEIRO,140,CDHU,BOM SUCESSO DE ITARARE,18475000,SP,"-24,3189285","-49,1442631"
690,AVENIDA MONSENHOR TABOSA,200,CENTRO,FORTALEZA,60165010,CE,"-3,7238197","-38,5175386"
692,RUA HUGO WOLF,291,CANGAIBA,SAO PAULO,03720130,SP,"-23,5027819","-46,5278183"
694,QNP 14 CONJUNTO U,-,CEILANDIA,BRASILIA,72231421,DF,"-15,801519","-47,860297"
696,AVENIDA ILDA ROSA DA CUNHA,19,BALNEARIO JAPURA,PRAIA GRANDE,11714010,SP,"-24,0309562","-46,5094784"
698,RUA GONCALO FERREIRA,125,CENTRO,CURUCA,68750000,PA,"-0,7398782","-47,851888"
700,RUA JOAO DE OLIVEIRA,27,VILA NOVA,PIRAPORA DO BOM JESUS,06550000,SP,"-23,3974507","-47,0024503"
702,RUA JOSE FREDERICO,64,VILA NOVA CACHOEIRINHA,SAO PAULO,02765070,SP,"-23,4770379","-46,6715733"
704,RUA MAJOR GOTE,1530,CENTRO,PATOS DE MINAS,38700001,MG,"-18,5969035","-46,515103"
706,AVENIDA ANA COSTA,100,VILA MATIAS,SANTOS,11060000,SP,"-23,9480507","-46,3308416"
708,RUA BELA VISTA,152,CASA AMARELA,RECIFE,52051310,PE,"-8,0130541","-34,915064"
710,RUA MANUEL PINTO,510,JARDIM ELIZA,SAO PAULO,05776460,SP,"-23,6333537","-46,7475325"
712,RUA VILA NOVA,SN,VILA NOVA,SANTA TEREZA DE GOIAS,76480000,GO,"-13,7142488","-49,0148451"
714,RUA MANOEL COELHO,600,CENTRO,SAO CAETANO DO SUL,09510100,SP,"-23,6150417","-46,5731398"
716,CNB,14,TAGUATINGA,BRASILIA,71920540,DF,"-15,801519","-47,860297"
718,RUA ROBERT KENNEDY,SN,GUARAREMA,ALEGRE,29500000,ES,"-20,7627978","-41,5323939"
719,AVENIDA INTERLAGOS,6477,INTERLAGOS,SAO PAULO,04777001,SP,"-23,702852","-46,7017213"
721,RUA PARANA,1390,CENTRO,SAO GABRIEL DO OESTE,79490000,MS,"-19,3961716","-54,5710608"
722,RUA CRUZADOR DAS ALMAS,SN,CRUZEIRO,CAMANDUCAIA,37650000,MG,"-22,748659","-46,1352278"
724,AVENIDA RICIERI CHIQUETTO,1145,SANTO ANTONIO,LOUVEIRA,13290000,SP,"-23,0908607","-46,9840984"
726,RUA CAIAPONIA,36,NOSSA SENHORA APARECIDA,UBERLANDIA,38400764,MG,"-18,915872","-48,2727474"
728,RUA BRAZOPOLIS,12,BRASILIA TEIMOSA,RECIFE,51010220,PE,"-8,0886233","-34,8803943"
730,RUA LAGOA DOURADA,514,CACHOEIRA,ENTRE RIOS DE MINAS,35490000,MG,"-20,675824","-44,0619326"
731,RUA JOAQUIM JOSE DE SOUZA,37,CENTRO,RIO DO PRADO,39940000,MG,"-16,6950288","-40,5737316"
733,AVENIDA PRESIDENTE VARGAS,2121,JARDIM AMERICA,RIBEIRAO PRETO,14020260,SP,"-21,2062178","-47,8105965"
735,RUA MANGARATIBA,20,CENTRO,GUAPIMIRIM,25946088,RJ,"-22,5181523","-42,9751319"
737,AVENIDA BRASIL,SN,CENTRO,NOVA IPIXUNA,68585970,PA,"-4,9229444","-49,0719463"
739,RUA DAS ZINEAS,3943,CAPAO NOVO,CAPAO DA CANOA,95555000,RS,"-29,755588","-50,042204"
741,RUA SALTO VELOSO,151,IRIRIU,JOINVILLE,89227160,SC,"-26,2737453","-48,8283759"
743,RUA QUINTILIANO FERNANDES VIVEIROS,SN,CENTRO,TEOLANDIA,45465000,BA,"-13,5900904","-39,4843477"
745,RUA JOSE FELICIANO,121,SETE DE SETEMBRO,XEXEU,55555000,PE,"-8,7946628","-35,6260866"
747,RUA ESMERALDA RONDAN,51,JARDIM MADUREIRA,SAO JOSE DOS CAMPOS,12232280,SP,"-23,2551247","-45,8837264"
749,AVENIDA G,38,CIDADE NOVA,MANAUS,69095760,AM,"-3,024566","-59,9809952"
751,VIA LOCAL A,77,QUINTA DAS PALMEIRAS,PEDRO LEOPOLDO,33600000,MG,"-19,6200035","-44,0405189"
753,RUA FLORIANO PEIXOTO,SN,CENTRO,CARNEIROS,57535000,AL,"-9,4861748","-37,3750963"
755,RUA GENERAL FLORES,290,BOM RETIRO,SAO PAULO,01129010,SP,"-23,5237763","-46,6422996"
757,RUA DO MERCADO,7,CENTRO,CAMACARI,42800050,BA,"-12,698315","-38,3250811"
759,RUA SAO SALVADOR,168,ESPINHEIRO,RECIFE,52020200,PE,"-8,0490038","-34,8953876"
761,RUA BENEDITA MARIA DE FREIT,281,JARDIM FERNAO DIAS,MAIRIPORA,07600000,SP,"-23,3179561","-46,5885175"
763,RUA VEREADOR ADOLFO NIMTZ,222,JARDIM AMERICA,ENGENHEIRO COELHO,13165000,SP,"-22,4893927","-47,2130215"
764,AVENIDA PAULISTA,1499,BELA VISTA,SAO PAULO,01311200,SP,"-23,5623685","-46,6558728"
766,RUA DA AZPA,49,AGUAS BRANCAS,ANANINDEUA,67033020,PA,"-1,366826","-48,3721754"
768,RUA SOUZA NAVES,949,JARDIM SAO CRISTOVAO,PARANAVAI,87702220,PR,"-23,0751079","-52,4649687"
770,RUA SACERDOTE MELQUISEDEQUE,2,JARDIM CONCEICAO,OSASCO,06145091,SP,"-23,5328814","-46,7920029"
772,RUA DOUTOR CARLOS DE CAMPOS,411,CENTRO,TORRINHA,17360000,SP,"-22,4270248","-48,1701576"
774,AVENIDA GERTULIO VARGAS,2929,CENTRO,MACHADINHO D OESTE,76868000,RO,"-9,4249087","-62,0021686"
776,RUA TENENTE FORTUNATO,161A,CENTRO,CATAGUASES,36770038,MG,"-21,3911956","-42,693196"
778,RUA GENERAL SAMPAIO,1206,CENTRO,ALEGRETE,97541260,RS,"-29,784683","-55,793985"
780,RUA FRANCISCO GLICERIO,290,MARAPONGA,FORTALEZA,60711055,CE,"-3,7972777","-38,5635515"
782,RUA 30,SN,SETOR MANDU II,LUZIANIA,72814680,GO,"-16,1426946","-47,9437857"
783,RUA NENA DE ABREU,SN,CENTRO,SANTA LUZIA DO PARUA,65272000,MA,"-2,5410405","-45,7748525"
785,RUA BELEM,3154,CENTRO,REALEZA,85770000,PR,"-25,7725894","-53,5334767"
787,RUA MUNICIPAL,136,RIO DOS BANHADOS,MAFRA,89300000,SC,"-26,1117326","-49,8065079"
788,RUA JULIO MENDES,787,FATIMA,TERESINA,64049320,PI,"-5,0717099","-42,7935805"
790,SDS BLOCO O,-,ASA SUL,BRASILIA,70393905,DF,"-15,7941454","-47,8825479"
792,RUA DO CHA,151,JARDIM PEROLA,SANTA BARBARA D OESTE,13454183,SP,"-22,7410855","-47,3675505"
794,RUA CORONEL LAURINDO RIBEIRO,-,CENTRO,ALFENAS,37130000,MG,"-21,4259962","-45,9468065"
796,AVENIDA CORONEL JOSE SOARES MARCONDES,1104,BOSQUE,PRESIDENTE PRUDENTE,19010080,SP,"-22,1209242","-51,3878305"
798,RODOVIA BR 285,-,VALINHOS,PASSO FUNDO,99042800,RS,"-28,2369065","-52,3741027"
800,RUA GETULIO VARGAS,226,SAO RAIMUNDO,SAO JOSE DE RIBAMAR,65110000,MA,"-2,5566914","-44,0700807"
802,AVENIDA LUIZ GONZAGA,678,PHOC II,CAMACARI,42805000,BA,"-12,7070737","-38,3333363"
804,RUA CUNHA MOREIRA,162,ENCRUZILHADA,SANTOS,11015147,SP,"-23,9546724","-46,3287734"
806,AVENIDA JURACY MAGALHAES JUNIOR,41B,RIO VERMELHO,SALVADOR,41940060,BA,"-13,0087032","-38,4884038"
808,RUA IRLANDA,728,JARDIM EUROPA,GOIANIA,74330290,GO,"-16,721381","-49,308273"
810,AVENIDA TEREZA PALMEIRA GALLON,152,JARDIM ITAU,RIBEIRAO PRETO,14040600,SP,"-21,1803382","-47,8619195"
812,AVENIDA MINISTRO CIRNE LIMA,692,JARDIM PANCERA,TOLEDO,85902400,PR,"-24,7283909","-53,7596934"
814,RUA DA,-,BANDIACU,CONCEICAO DO COITE,48730000,BA,"-11,5613674","-39,286099"
816,RUA DOM M DA RESSURREICAO,133,VILA GUMERCINDO,SAO PAULO,04134030,SP,"-23,6058803","-46,6258106"
818,RUA PERU,19,PARQUE DEZ,MANAUS,69050500,AM,"-3,0896043","-60,0186197"
820,RUA ALVES,SN,TANINHO,MINEIROS,75830000,GO,"-17,5813418","-52,566228"
822,CONDOMINIO VIVENDAS NOVA PETROPOLIS,-,SOBRADINHO,BRASILIA,73007998,DF,"-15,801519","-47,860297"
824,TRAVESSA JOAQUIM F DA SILVA,SN,CENTRO,RIO NOVO,36150000,MG,"-21,4789607","-43,125621"
826,RUA TIRADENTES,139,CENTRO,CEDRO,56130000,PE,"-7,7200082","-39,2361858"
828,RUA BASILIO PIGNATON,SN,PRAIA DO SAUE,ARACRUZ,29198321,ES,"-19,8189319","-40,2738888"
830,TRAVESSA BOM JESUS,515,NOVO,ITUPIRANGA,68580000,PA,"-5,1734646","-49,3656303"
831,RUA SIQUEIRA CAMPOS,976,JOAQUIM ROMAO,JEQUIE,45202000,BA,"-13,8525882","-40,0925909"
833,RUA LUIZ BANHI,-,VALE VERDE,VALINHOS,13279050,SP,"-23,0152201","-47,0291229"
835,AVENIDA CASTELO BRANCO,2220,VILA SOFIA,JATAI,75801150,GO,"-17,8928274","-51,7151381"
837,SITIO SAO BENEDITO,SN,BREJAO,ITAPOLIS,14900000,SP,"-21,5950536","-48,8163705"
839,RUA CONSELHEIRO PARANHOS,6,CENTRO,SANTO AMARO,44200000,BA,"-12,548034","-38,7082797"
841,RUA PEDRO BATISTA MENEZES,284,VILA ISABEL,PRAIA GRANDE,11723180,SP,"-24,0033087","-46,4436941"
843,RUA SANTA CATARINA,34,SAO CAMILO,POUSO ALEGRE,37550000,MG,"-22,2326881","-45,9309603"
845,RUA CONSELHEIRO RIBAS,162,VILA ANASTACIO,SAO PAULO,05093060,SP,"-23,5155251","-46,719345"
847,RUA LUCILIO DE ALBUQUERQUE,10,TUPI,BELO HORIZONTE,31842460,MG,"-19,8371387","-43,9200885"
849,RUA MARANHAO,1495,FUNCIONARIOS,BELO HORIZONTE,30150331,MG,"-19,9349544","-43,9263112"
851,RUA JUSTA ARAUJO,656,PARQUE DOIS IRMAOS,FORTALEZA,60191070,CE,"-3,7816373","-38,5522982"
853,PRACA CRISTO REI,55,CENTRO,JOAO DOURADO,44920000,BA,"-11,3488621","-41,6651544"
855,RUA ANTONIO CASSEMIRO DE OLIVEIRA,100,CENTRO,BOFETE,18590000,SP,"-23,1015502","-48,2621157"
857,RUA DOUTOR ENEAS GUIMARAES FRANCA,214A,NOVA LEOPOLDINA,LEOPOLDINA,36700000,MG,"-21,5270256","-42,6490391"
859,AVENIDA SAO JOAO BATISTA,268,VILA HELENA,SAO BERNARDO DO CAMPO,09635000,SP,"-23,6517673","-46,5710112"
861,RODOVIA DO CAQUI,SN,ARACATUBA,CAMPINA GRANDE DO SUL,83430000,PR,"-25,3296988","-49,0783115"
863,RUA DRAUSIO MARCONDES DE SOUZA,39,JARDIM SAO JOSE,CAMPINAS,13051165,SP,"-22,9631171","-47,0957021"
865,RUA JAIR DE MELLO VIANA,161,INTERLAGOS,SAO PAULO,04815090,SP,"-23,7068435","-46,6914733"
867,RUA SAO MARCOS,-,LUIZ E MAGALHAES,SATIRO DIAS,48485000,BA,"-11,5933669","-38,5941731"
869,RUA LEONILDA SIBILA NADOLNY,510,MAUA,COLOMBO,83413700,PR,"-25,3884795","-49,1640552"
871,DF 425,-,SOBRADINHO,BRASILIA,73070043,DF,"-15,801519","-47,860297"
873,RUA RUI BARBOSA,288,CENTRO,ITABUNA,45600220,BA,"-14,7918476","-39,2761125"
875,RUA QUINTINO BOCAIUVA,82,CENTRO,JANUARIA,39480000,MG,"-15,4806094","-44,3642956"
877,RODOVIA SP 101,-,PARQUE ATERRADO,MONTE MOR,13190000,SP,"-22,9451389","-47,2855479"
879,AVENIDA HORACIO LAFER,183,ITAIM BIBI,SAO PAULO,04538080,SP,"-23,5872893","-46,6811972"
881,AVENIDA NEREU RAMOS,388,CENTRO,BALNEARIO PICARRAS,88380000,SC,"-26,7580112","-48,6754187"
883,RUA CLAUDIO ANTONIO,85B,APARECIDA,BELO HORIZONTE,31250040,MG,"-19,89294","-43,9623719"
885,AVENIDA INDEPENDENCIA,1539,CENTRO,PALMEIRA DAS MISSOES,98300970,RS,"-27,9033857","-53,3114834"
887,RUA DOUTOR EURICO DE AGUIAR,600,SANTA LUCIA,VITORIA,29055280,ES,"-20,305767","-40,2983051"
