pk_endereco,nm_logradouro,nu_logradouro,nm_bairro,nm_municipio,cd_cep,sg_uf,vl_latitude,vl_longitude
13916,RUA WASHINGTON LUIZ,335,PORTO DOS PADRES,PARANAGUA,83206332,PR,"-25,5244737","-48,5346944"
13917,RUA JOSE GETULIO,579,ACLIMACAO,SAO PAULO,01509001,SP,"-23,5701231","-46,6330571"
13919,AVENIDA CONSTANTINO JOSE DOS SANTOS,150,TAQUARI,LIVRAMENTO DE NOSSA SENHORA,46140000,BA,"-13,6579077","-41,8496115"
13920,AVENIDA A,64,TRES BARRAS,CUIABA,78058513,MT,"-15,653549","-55,9818022"
13921,RUA CATATEUS,15,JARDIM PIRATININGA,SAO PAULO,03716050,SP,"-23,5036606","-46,5350786"
13923,RUA DOUTOR CRISTIANO REZENDE,2109,BONSUCESSO,BELO HORIZONTE,30622020,MG,"-19,9889781","-43,9918981"
13924,AVENIDA MARECHAL RONDON,2649,SAMPAIO,RIO DE JANEIRO,20950072,RJ,"-22,9044744","-43,2641233"
13925,TRAVESSA ESPERANCA,89,MASSARANDUBA,SALVADOR,40435770,BA,"-12,8971212","-38,4894274"
13927,-,-,-,-,-,-,"-23,9636619","-46,332047"
13928,AVENIDA DIONISIO BENTES,SN,QUATRO BOCAS,TOME ACU,68682000,PA,"-2,4202072","-48,2464256"
13929,RUA TOMIO TAKAHASHI,80,JARDIM SANTA RITA,CORNELIO PROCOPIO,86300000,PR,"-23,1812912","-50,6479834"
13931,AVENIDA SAO JOAO,SN,JARDIM NOVA ERA,APARECIDA DE GOIANIA,74916200,GO,"-16,7577386","-49,2527375"
13932,RUA JOSE MARROCOS,509,PINTO MADEIRA,CRATO,63101005,CE,"-7,2366757","-39,4096346"
13933,RUA RITA CATARINA DE JESUS,56,CASCALHO,LAVRAS,37200000,MG,"-21,2543522","-44,9908314"
13934,RUA LAGUNA,571,CENTRO,ELDORADO DO SUL,92990000,RS,"-29,995446","-51,3117702"
13935,RUA BURITI,471,NITEROI 2O DISTRITO,SENA MADUREIRA,69940000,AC,"-9,0689075","-68,6593826"
13937,ESTRADA DE JACUTINGA,SN,JACUTINGA,CORUMBATAI,13540000,SP,"-22,2204308","-47,6255308"
13938,AVENIDA JOSE NEVES TEIXEIRA,790A,PARAISO,GUANAMBI,46430000,BA,"-14,2150783","-42,7629276"
13940,RUA ROQUE FRANCISCO DA CUNHA,19,CENTRO,PROMISSAO,16370000,SP,"-21,5376562","-49,8543816"
13941,RUA FRANCO ALFANO,223,JARDIM VAZANI,SAO PAULO,05710030,SP,"-23,6092507","-46,7457447"
13943,RUA BARAO DE ITAPETININGA,221,CENTRO,SAO PAULO,01042001,SP,"-23,5444899","-46,641221"
13944,AVENIDA COPACABANA,746,CENTRO,ILHA COMPRIDA,11925970,SP,"-24,7346295","-47,5563284"
13946,TRECHO UGO TOGNAZZI,6,CAMBUCI,SAO PAULO,01524090,SP,"-23,5505199","-46,6333094"
13947,RUA GUARAPA,12A,PARQUE GUARANI,SAO PAULO,08235570,SP,"-23,5216103","-46,4631629"
13948,RUA DOUTOR RODRIGUES DE AZEVEDO,252,CENTRO,LORENA,12600005,SP,"-22,7329794","-45,1209376"
13950,RUA RUI BARBOSA,666,CENTRO,JABOTICABAL,14870300,SP,"-21,2564737","-48,3186958"
13952,AVENIDA JETURLIO VAGAS,125,CENTRO,PORTO SEGURO,45810000,BA,"-16,4484535","-39,0624658"
13954,RUA FIORAVANTE ROSSI,237,LACE,COLATINA,29703041,ES,"-19,5292987","-40,6348192"
13955,RUA SANTA FILOMENA,1087,HENRIQUE JORGE,FORTALEZA,60521104,CE,"-3,7642813","-38,5926681"
13957,AVENIDA LUIZ AUGUSTO DE ARRUDA,380,CENTRO,VALPARAISO,16880000,SP,"-21,2294354","-50,8593077"
13958,PRACA DOS ARTISTAS,55A,ITAIMBE,POTIRAGUA,45790000,BA,"-15,5945627","-39,8734102"
13959,SOTER DE ARAUJO,142,CIDADE TIRADENTES,SAO PAULO,08470460,SP,"-23,5973357","-46,3994853"
13960,RUA RIO GRANDE,56,SAO JOAO,TELEMACO BORBA,84270040,PR,"-24,3167366","-50,6456387"
13961,RUA BERNARDO HORTA,226,GUANDU,CACHOEIRO DE ITAPEMIRIM,29300792,ES,"-20,8471315","-41,1203478"
13962,RUA RODOLFO ARENA,40,VILA MORAES,SAO PAULO,04164190,SP,"-23,6284131","-46,6082985"
13963,RUA PASTOR RODRIGUES SANTANA,16,CIDADE NOVA,OLINDINA,48470000,BA,"-11,3618504","-38,3292234"
13964,RUA BARAO DE ALAGOAS,280B,ITAIM PAULISTA,SAO PAULO,08120000,SP,"-23,4979793","-46,3977176"
13965,QUARTA TRAVESSA PERNAMBUCO,18,TESO DURO,CAXIAS,65606050,MA,"-4,8746666","-43,3469352"
13967,RUA JORNAL DA PARAIBA,102B,CONJUNTO MARCOS MOURA,SANTA RITA,58302515,PB,"-7,163553","-34,9772322"
13969,AVENIDA GOIAS,2677,CENTRO,GURUPI,77410010,TO,"-11,7331211","-49,0727029"
13970,AVENIDA GENERAL FLORES DA CUNHA,4000,VILA BOM PRINCIPIO,CACHOEIRINHA,94950001,RS,"-29,9364648","-51,080672"
13971,SITIO SANTO ANTONIO,SN,VOLTA GRANDE,LUIZIANIA,16340000,SP,"-21,6709647","-50,3688312"
13972,RODOVIA BR 135,SN,MARACANA,SAO LUIS,65000000,MA,"-2,5928193","-44,2449184"
13973,AVENIDA WASHINGTON SOARES,2155,GUARARAPES,FORTALEZA,60810300,CE,"-3,7776393","-38,4811404"
13975,LOCALIDADE CAPELA DO SACO,SN,ZONA RURAL,CARRANCAS,37245000,MG,"-21,4871099","-44,6423753"
13977,RUA AFONSO CELSO,1347,UVARANAS,PONTA GROSSA,84020000,PR,"-25,0821211","-50,1420339"
13979,AVENIDA DOUTOR FERNANDO COSTA,736,VILA MACENO,SAO JOSE DO RIO PRETO,15061000,SP,"-20,8047289","-49,3669436"
13980,RUA BLUMENAU,3040,AMERICA,JOINVILLE,89204251,SC,"-26,2743272","-48,8509104"
13982,RUA WWADOMIRO SANTOS,71,CENTRO,IPIAU,45570000,BA,"-14,1406512","-39,7335813"
13984,RUA ALMIRANTE TAMANDARE,51,CENTRO,SATUBA,57120000,AL,"-9,5723058","-35,8241769"
13985,MARGENS BR,282,-,VARGEM,89638000,SC,"-27,4858566","-50,9497647"
13986,RUA JORGE DE A NEIVA,2,CENTRO,PEDRA,55280000,PE,"-8,4972597","-36,9412177"
13987,RUA BOA VISTA,99,CENTRO,MOGI DAS CRUZES,08717140,SP,"-23,5259459","-46,1925437"
13988,RUA SETE DE SETEMBRO,471,CENTRO,PIRASSUNUNGA,13630000,SP,"-22,0007559","-47,4268225"
13989,AVENIDA DAS HORTENSIAS,5037,CARNIEL,GRAMADO,95670000,RS,"-29,3612674","-50,851789"
13991,AVENIDA SENADOR PINHEIRO MACHADO,871,JOSE MENINO,SANTOS,11075003,SP,"-23,9635309","-46,3451393"
13993,SITIO SANTO ANTONIO,SN,ZONA RURAL,SAO MANUEL,18650000,SP,"-22,7324847","-48,5724499"
13994,RUA PEDRO TATIMOTO,112,JARDIM AMERICA,SAO JOSE DOS CAMPOS,12235060,SP,"-23,2313172","-45,8955022"
13995,SITIO FRANCISCOS,1,DOS FRANCISCOS,GUAPIARA,18310000,SP,"-24,1896991","-48,5300136"
13996,AVENIDA WILSON ALVARENGA DE OLIVEIRA,470,VIUVA,BARAO DE COCAIS,35970000,MG,"-19,9409462","-43,4812978"
13997,RUA ELDER RODRIGUES JUNIOR,300,CHACARA TRES MARIAS,CAMPINAS,13067704,SP,"-22,8679719","-47,1380982"
13998,RUA RAIMUNDO DA CRUZ LIMA,216,GUIRAI,IVINHEMA,79740000,MS,"-22,3112281","-53,8204122"
13999,AVENIDA DEDE BRASIL,3912,SERRINHA,FORTALEZA,60000000,CE,"-3,7945957","-38,5333329"
14001,SETOR MARG DIREIT RIO JURUENA,SN,ZONA RURAL,ALTA FLORESTA,78580000,MT,"-9,8671497","-56,0871877"
14002,AVENIDA SARGENTO HERMINIO SAMPAIO,1405,SAO GERARDO,FORTALEZA,60320105,CE,"-3,7250138","-38,5529718"
14003,AVENIDA ADHEMAR PEREIRA BARROS,509,CHAC RURAIS S MARIA,JACAREI,12315310,SP,"-23,2835371","-45,965738"
14005,ESTRADA LOCALIDADE DE PONTA NOVA,SN,ZONA RURAL,QUITANDINHA,83840000,PR,"-25,8739307","-49,497806"
14007,RUA CANAA,1119,ANCURI,FORTALEZA,60874210,CE,"-3,8658251","-38,5032527"
14008,RUA PROJETADA,SN,LAGOA AZUL,LIMOEIRO,55700000,PE,"-7,8723168","-35,4398434"
14009,RUA A BAIRRO FERNANDO NEVES,124,VILA DO JAPUMIRIM,ITAGIBA,45585000,BA,"-14,2823822","-39,8462283"
14010,RUA TURVO,78,SAGUACU,JOINVILLE,89221585,SC,"-26,2735128","-48,832645"
14011,RUA JOSE FIRMINO FERREIRA,665B,BANCARIOS,JOAO PESSOA,58053022,PB,"-7,1538655","-34,8520632"
14013,AVENIDA BARAO DE BONITO,588,VARZEA,RECIFE,50740080,PE,"-8,0395506","-34,9519206"
14014,RODOVIA ARARAQUARA JAU,-,ZONA RURAL,BOA ESPERANCA DO SUL,14930000,SP,"-21,997607","-48,3902551"
14016,AVENIDA SANTOS DUMONT,785,CENTRO,LAGOA GRANDE,38755000,MG,"-17,8433292","-46,5175779"
14017,RUA RAFAEL RUI,61,JARDIM GUMERCINDO H SOARES,PITANGUEIRAS,14750000,SP,"-21,0106742","-48,2176007"
14018,RUA VIENA,32,BRAZ DE PINA,RIO DE JANEIRO,21215350,RJ,"-22,831842","-43,3016854"
14019,RUA MARECHAL FLORIANO PEIXOTO,432,CENTRO,PIEDADE,18170000,SP,"-23,7076806","-47,420687"
14020,RUA ANESIO ALVES DE MIRANDA,345,VARZEA NOVA,SANTA RITA,58300970,PB,"-7,135868","-34,9662353"
14021,AVENIDA XINGU,394,CENTRO,XINGUARA,68555011,PA,"-7,1060028","-49,9416546"
14022,RUA DESEMBARGADOR WESTPHALEN,2907,VILA PAROLIN,CURITIBA,80220031,PR,"-25,4569964","-49,2612152"
14023,ESTRADA DO M BOI MIRIM,2298,VILA REMO,SAO PAULO,04905022,SP,"-23,6756515","-46,7534697"
14025,AVENIDA ALCINDO CACELA,350,UMARIZAL,BELEM,66060000,PA,"-1,4394498","-48,4787707"
14027,RUA PROJETADA,SN,GRAMAME,JOAO PESSOA,58000000,PB,"-7,1810174","-34,9412015"
14028,ESTRADA REAL DE MARICA,SN,SAO JOSE DO IMBASSAI,MARICA,24931970,RJ,"-22,9377666","-42,881265"
14029,RUA JOSE LUIS NETO,265,BARRA DO CEARA,FORTALEZA,60334005,CE,"-3,7055007","-38,5719546"
14031,RUA CORONEL ODILON RESENDE DE ANDRADE,875B,INDUSTRIAL 3 SECAO,CONTAGEM,32235320,MG,"-19,9731403","-44,0358882"
14032,RUA PASQUAL VALVA,389,JARDIM LUSO,SAO PAULO,04421070,SP,"-23,6899788","-46,6400599"
14033,RUA ANTONIO R ALMEIDA,100,JARDIM CORCETTI I,VARGINHA,37036660,MG,"-21,5297123","-45,4495369"
14034,RUA RIBEIRAO,SN,CANARINA,BARRA DO MENDES,44990000,BA,"-11,8104072","-42,0592129"
14036,RUA NELSON GAMA DE OLIVEIRA,550,VILA ANDRADE,SAO PAULO,05734150,SP,"-23,629971","-46,7384251"
14037,RODOVIA RS 115,-,VARZEA GRANDE,GRAMADO,95670000,RS,"-29,4003325","-50,8706864"
14038,RUA ARNALDO DE MATOS,51,CENTRO SUL,CUIABA,78020005,MT,"-15,5983557","-56,1025703"
14039,QI 18,-,SETOR INDUSTRIAL,BRASILIA,72135180,DF,"-15,8253369","-47,9888349"
14041,RUA DESEMBARGADOR DIONISIO FILGUEIRA,97,CENTRO,MOSSORO,59610090,RN,"-5,1906695","-37,3425491"
14042,CHACARA BELA VISTA,SN,CORREGO COMPRIDO,URANIA,15760000,SP,"-20,2379675","-50,6423049"
14044,AVENIDA DESEMBARGADOR T CALDAS,22,CENTRO,ACAILANDIA,65930000,MA,"-4,9531152","-47,5030981"
14046,RUA SETE DE SETEMBRO,56,PINHAIS,PIRAQUARA,83309220,PR,"-25,4505331","-49,0691052"
14047,RUA ALVARO MATA,471,ERMELINDA,BELO HORIZONTE,31250350,MG,"-19,8852017","-43,9582726"
14049,RUA DOUTOR JOAO PESSOA,258,-,RIBEIRAO CLARO,86410000,PR,"-23,1988055","-49,7601744"
14051,RUA BARAO DO TRIUNFO,326,CENTRO,SANTANA DO LIVRAMENTO,97573590,RS,"-30,8848644","-55,5350015"
14052,RUA RIO GRANDE DO SUL,294,ZONA RURAL,POCO REDONDO,49810000,SE,"-9,7984724","-37,6902827"
14053,RUA CLAUDINO A BICUDO,508A,VILA MACHADO,MAIRIPORA,07600000,SP,"-23,3183726","-46,5872221"
14055,RUA DA MOOCA,4,MOOCA,SAO PAULO,01000000,SP,"-23,5533467","-46,6252526"
14057,RUA MARIA TOMAZIO,15,D E R,IBAITI,84900000,PR,"-23,8302741","-50,1836716"
14059,ESTRADA APIAI A ITAOCA SERRA ATLANTICA,-,QUATIS,ITAOCA,18360000,SP,"-24,639742","-48,8417538"
14060,RUA AGUIA,268,BOMBAS,BOMBINHAS,88215000,SC,"-27,1335341","-48,5143893"
14061,AVENIDA RAINHA ELISABETH,440,IPANEMA,RIO DE JANEIRO,21044652,RJ,"-22,9856071","-43,193719"
14063,RUA DOUTOR GASPAR RICARDO,91,MARAPE,SANTOS,11070350,SP,"-23,9639806","-46,3490495"
14065,RUA SAO JOAO,900,ZONA 7,MARINGA,87030200,PR,"-23,4131354","-51,9278053"
14066,RUA PACATUBA,254,CENTRO,ARACAJU,49010900,SE,"-10,9162779","-37,0492687"
14067,AVENIDA AUGUSTO DE LIMA,1113,BARRO PRETO,BELO HORIZONTE,30190002,MG,"-19,9226101","-43,9469911"
14068,RUA DOUTOR LUIZ JANUARIO,406,CENTRO,SAQUAREMA,28990790,RJ,"-22,9326336","-42,4960107"
14069,AVENIDA DOM HENRIQUE II,2173,BARRA DO SAI,ITAPOA,89249000,SC,"-26,0224683","-48,6079638"
14070,RUA OZORIO MONTEIRO,232,CENTRO,SAO JORGE DO PATROCINIO,87555000,PR,"-23,7625638","-53,8775521"
14072,AVENIDA DOUTOR ALBINO IMPARATO,16,JARDIM CATARINA,SAO GONCALO,24400000,RJ,"-22,8084459","-42,9994808"
14074,RUA MANOEL ROZINDO,9,SAO PEDRO,VITORIA,29027080,ES,"-20,2856898","-40,335766"
14075,RUA HENRIQUE PAES DE ALMEIDA,241,CENTRO,SAO CRISTOVAO DO SUL,89533000,SC,"-27,2644395","-50,4421412"
14077,AVENIDA OCTAVIO MANGABEIRA,931,ITAPUA,SALVADOR,41610160,BA,"-13,0081667","-38,4608283"
14079,RUA 19 DE ABRIL,35,JARDIM VON ZUBEN,VINHEDO,13280000,SP,"-23,0429144","-47,0109163"
14080,RODOVIA ESTRADA ITAPEBUCU,SN,ITAPEBUCU,MARANGUAPE,61940000,CE,"-3,8918125","-38,6832565"
14082,RUA SAO SEBASTIAO,576,VILA DA SAUDE,SAO PAULO,04144060,SP,"-23,6307357","-46,6928993"
14084,RUA JABOTINGUERA,SN,CENTRO,JURANDA,87355000,PR,"-24,4195058","-52,841238"
14086,RUA DOM SILVERIO,180,CENTRO,CONTAGEM,32041450,MG,"-19,9094001","-44,0818516"
14087,RUA IZAURINA RIBEIRO FEITOSA,SN,CENTRO,RECURSOLANDIA,77733000,TO,"-8,7231092","-47,2425262"
14088,RUA PREFEITO ANTONIO SILVA,449,VILA PALAZZI,QUATA,19780000,SP,"-22,2433542","-50,7062806"
14089,RUA SALIM MAHFOUD,516,PARQUE TERRA NOVA II,SAO BERNARDO DO CAMPO,09820780,SP,"-23,747883","-46,5468239"
14090,RUA JOSE JOAQUIM TEIXEIRA,174,PORTAO,CURITIBA,81070270,PR,"-25,4816369","-49,3054426"
14091,PRACA LUIZ VENTURA,SN,CENTRO,SAO SEBASTIAO DO PASSE,43850000,BA,"-12,5148246","-38,4939668"
14092,RUA MANOEL FRANCISCO GUERREIRO,1236,CENTRO,GUAPORE,99200000,RS,"-28,8468803","-51,8907382"
14093,RUA MAIRIPORA,59,ITAIPU BARREIRO,BELO HORIZONTE,30692320,MG,"-19,9917619","-44,0552379"
14094,RUA DOS MUNDURUCUS,4830,GUAMA,BELEM,66000000,PA,"-1,4570683","-48,4625161"
14095,RUA DURVAL PIMENTA,407,CENTRO,SAO JOAO EVANGELISTA,39705000,MG,"-18,5484025","-42,7678347"
14096,AVENIDA PADRE MANUEL DA NOBREGA,424,JARDIM,SANTO ANDRE,09080140,SP,"-23,6520076","-46,5352067"
14097,RODOVIA RS 122,SN,FORQUETA,CAXIAS DO SUL,95115550,RS,"-29,1501806","-51,2348857"
14098,ALAMEDA ARAGUAIA,933,ALPHAVILLE INDUSTRIAL,BARUERI,06455000,SP,"-23,4978376","-46,8520958"
14100,RUA DEPUTADO GUARACY SILVEIRA,139,CENTRO,POA,08562020,SP,"-23,5282529","-46,3469046"
14102,RUA DOUTOR ALEXANDRE PLEMONT,23,SAO CRISTOVAO,RIO DE JANEIRO,20921260,RJ,"-22,8873917","-43,2274279"
14104,RUA CAPRICORNIO,414,CRUZEIRO,CAXIAS DO SUL,95074140,RS,"-29,1714099","-51,1432312"
14105,RODOVIA SP 101,-,JARDIM SAO PEDRO,HORTOLANDIA,13187067,SP,"-22,8577372","-47,220259"
14107,QE 26,SN,GUARA II,BRASILIA,71060260,DF,"-15,801519","-47,860297"
14108,RODOVIA BR 317,SN,PLATO DO PIQUIA,BOCA DO ACRE,69850000,AM,"-8,7406895","-67,3840816"
14110,AVENIDA 12,SN,SETOR NORTE A,TAGUATINGA,77320000,TO,"-12,4060068","-46,4340888"
14112,RUA PADRE ANCHIETA,215,CENTRO,CURRAIS NOVOS,59380000,RN,"-6,2581295","-36,5179946"
14114,AVENIDA DOIS CORREGOS,1670,DOIS CORREGOS,PIRACICABA,13420835,SP,"-22,7425752","-47,6148314"
14116,RUA SAO FIDELIS,565,PARQUE SANTA ROSA,FORTALEZA,60762835,CE,"-3,7318616","-38,5266704"
14117,RUA ALMIRANTE RUFINO,736,MONTESE,FORTALEZA,60000000,CE,"-3,7668561","-38,5361439"
14119,RUA DUQUE DE CAXIAS,281,NAVEGANTES,SAO LOURENCO DO SUL,96170000,RS,"-31,3718452","-51,9676605"
14120,AVENIDA RIO BRANCO,469,CIDADE ALTA,NATAL,59025003,RN,"-5,7835812","-35,2056881"
14122,RUA 6,105,SAO JORGE,BARRETOS,14780713,SP,"-20,5517814","-48,5654226"
14123,RUA JOAO FLORENCIO,635,VILA NOVA,PLATINA,19990000,SP,"-22,6378698","-50,1994846"
14124,RUA I,130,JARDIM CENTENARIO,ARACAJU,49060010,SE,"-10,9061134","-37,0933979"
14125,RUA JORGE BORGE JAHEL,SN,ITABATAN,MUCURI,45930000,BA,"-18,0833977","-39,5499731"
14127,RUA FERNANDES DIAS,-,CENTRO,SAO FRANCISCO DO SUL,89240000,SC,"-26,2422321","-48,6381225"
14128,LOCALIDADE RINCAO PEDRO MARQUES,SN,PRIMEIRO DISTRITO,TAQUARI,95860000,RS,"-29,7983861","-51,8655177"
14130,AVENIDA ITABERABA,1407,NOSSA SENHORA DO O,SAO PAULO,02734000,SP,"-23,4898121","-46,6944314"
14132,AVENIDA GUILHERME DE P XAVIER,373,VILA URUPES,CAMPO MOURAO,87308450,PR,"-24,0446429","-52,390581"
14134,RUA GERAL,SN,BARREIROS,SAO JOSE,88113650,SC,"-27,5625988","-48,6381895"
14135,AVENIDA RIO BRANCO,155,CENTRO,FLORIANOPOLIS,88015200,SC,"-27,5923849","-48,5567362"
14136,RUA JJ SEABRA,103,SANTANA,SALVADOR,40301155,BA,"-12,9703817","-38,512382"
14137,AVENIDA GOVERNADOR ROBERTO SILVEIRA,856,CENTRO,NOVA IGUACU,26285060,RJ,"-22,7512714","-43,4558602"
14139,AVENIDA RIO BRANCO,57,CENTRO,RIO DE JANEIRO,20090000,RJ,"-22,9005479","-43,1789918"
14141,PRACA JOAO MACIEL NEIVA,37,CENTRO,SANTANA DA VARGEM,37195000,MG,"-21,2489466","-45,5077946"
14143,RUA BENTO FURTADO,234,CENTRO,BORBOREMA,58394000,PB,"-6,8076898","-35,5985453"
14145,AVENIDA NOSSA SRA APARECIDA,1306,SEMINARIO,CURITIBA,80310000,PR,"-25,4473649","-49,3106007"
14147,CL QUADRA 205 BLOCO A,SN,ASA SUL,BRASILIA,70235510,DF,"-15,801519","-47,860297"
14148,RUA A,-,PAUPINA,FORTALEZA,60873585,CE,"-3,8125106","-38,6034846"
14149,TRAVESSA LUIS PETZINGER,41,SAO JOAO,DOIS IRMAOS,93950000,RS,"-29,5840598","-51,0902847"
14150,AVENIDA MARTIM FRANCISCO,184,VILA ALTO SANTO ANDRE,SANTO ANDRE,09230700,SP,"-23,6335112","-46,5135787"
14151,ESTRADA GOVERNADOR CHAGAS FREITAS,2605,COLONIA SANTO ANTONIO,BARRA MANSA,27351720,RJ,"-22,5366709","-44,2161881"
14153,RUA PADRE PEDRO PICCOL,SN,ARCOVERDE,CARLOS BARBOSA,95186000,RS,"-29,3006445","-51,5047129"
14154,RUA DOUTOR OLINTO FONSECA,83,CENTRO,ARCOS,35588000,MG,"-20,2805086","-45,5405058"
14155,RUA XV DE NOVEMBRO,904,CENTRO,ITAI,18730000,SP,"-23,4147186","-49,0918584"
14156,RUA INDEPENDENCIA,26,CENTRO,AGUDO,96540000,RS,"-29,6437771","-53,257668"
14157,RUA DESAURELIO FEIJO,153,BOA VISTA,CURITIBA,82540091,PR,"-25,3980696","-49,2453707"
14159,RUA BARAO DE PENEDO,36,CENTRO,MACEIO,57020340,AL,"-9,6665538","-35,7379594"
14160,AVENIDA SAO JORGE,602,SAO JORGE,MANAUS,69033000,AM,"-3,1066919","-60,0318814"
14162,AVENIDA MARECHAL DEODORO,2209,GUANANDI,CAMPO GRANDE,79085000,MS,"-20,4988441","-54,6508765"
14163,RUA OLAVIO SERPA,810,PARQUE GLORIA III,CATANDUVA,15807255,SP,"-21,1237663","-48,9479607"
14164,AVENIDA DORIS,1071,CANTO DO MAR,SAO SEBASTIAO,11601042,SP,"-23,7148618","-45,4250887"
14165,RODOVIA PRESIDENTE DUTRA,SN,JARDIM SANTA FRANCISCA,GUARULHOS,07034000,SP,"-23,4634523","-46,5334502"
14166,RUA DESEMBARGADOR AMARO MARINHO,1313,CONJUNTO NOVO HORIZONTE,TOUROS,59584000,RN,"-5,1915504","-35,4662488"
14167,RUA PRESIDENTE GETULIO VARGAS,264,LUIZ G DE CARVALHO,OURO BRANCO,57525000,AL,"-9,1605075","-37,3597732"
14168,SITIO MONTE MOR,SN,CORREGO SAO ROBERTO,CASTILHO,16920000,SP,"-20,8718154","-51,4902387"
14169,RUA 8,-,BELA VISTA,SANTA RITA DO ARAGUAIA,75840000,GO,"-17,3298809","-53,2029027"
14170,AVENIDA AGUA FRIA,523,AGUA FRIA,SAO PAULO,02333000,SP,"-23,4841023","-46,6227234"
14172,RUA MARIA A IOCI FERREIRA,SN,AGUA SANTA,CAMPOS DO JORDAO,12460000,SP,"-22,7428673","-45,5963557"
14173,RUA BARAO DE LIMEIRA,1254,UNIVERSITARIO,CAMPO GRANDE,79070150,MS,"-20,5171811","-54,6150941"
14175,AVENIDA BRASILIA,SN,SETOR CENTRAL,IACIARA,73928970,GO,"-14,1075304","-46,6337334"
14176,AVENIDA HORACIO MACEDO,2030,CIDADE UNIVERSITARIA,RIO DE JANEIRO,21941914,RJ,"-22,8564789","-43,2298694"
14178,RODOVIA BR 470,-,DIAMANTE,RODEIO,89136000,SC,"-26,9144263","-49,3647792"
14179,RUA COM LEILA NAZZARRO,684,CIDADE KEMEL,ITAQUAQUECETUBA,08575220,SP,"-23,4849456","-46,3494828"
14180,RUA CONEGO ANIBAL MARIA DI FRANCIA,577,PINHEIRINHO,CRICIUMA,88804360,SC,"-28,6930073","-49,3918413"
14181,AVENIDA ITAQUERA,204D,PARQUE MARIA LUIZA,SAO PAULO,03450000,SP,"-23,557522","-46,519975"
14182,RUA MOREIRA SALES,20,VILA BRETAS,GOVERNADOR VALADARES,35030390,MG,"-18,8671041","-41,9553153"
14184,RUA JOSE OSIAS DE SILLOS,757,JARDIM MORADA DO SOL,SAO SEBASTIAO DO PARAISO,37950000,MG,"-20,9172128","-46,9841443"
14186,RUA EDUARDO CRUZ,120,INDUSTRIAL,ARACAJU,49065330,SE,"-10,8974727","-37,0502093"
14187,RUA VICENTE MACHADO,36,JARDIM MARIO FONSECA,SAO PAULO,02318070,SP,"-23,4506062","-46,5895482"
14188,RUA PAULO PEREIRA ROCHA,245,JARDIM ITAMARATY II,POCOS DE CALDAS,37710220,MG,"-21,8115561","-46,5014851"
14189,RUA CALIFORNIA,1001,SION,BELO HORIZONTE,30315500,MG,"-19,9571007","-43,9342646"
14190,RUA IGUACU,2636,JARDIM PRESIDENTE,UMUARAMA,87505040,PR,"-23,7672214","-53,2957398"
14191,RUA EDUARDO GALVAO,907,NUCLEO DO ARAPUA,TRES LAGOAS,79654000,MS,"-20,7598465","-51,6950812"
14192,RUA DA TORRE,185,NOVO HORIZONTE,LAGARTO,49400000,SE,"-10,9140631","-37,6692901"
14193,AVENIDA BRIGADEIRA FARIA LIMA,1827,JARDIM PAULISTANO,SAO PAULO,01452001,SP,"-23,5730581","-46,6890702"
14194,RUA PERU,262,VERA CRUZ,ALEGRETE,97544400,RS,"-29,7920996","-55,8079406"
14196,RUA JACOB GREMMELMAIER,2275,CHAMPAGNAT,GETULIO VARGAS,99900000,RS,"-27,8918399","-52,2311328"
14197,VIA MARGINAL RODOVIA SC,403,VARGEM DO BOM JESUS,FLORIANOPOLIS,88058047,SC,"-27,4474963","-48,425808"
14199,RUA VIRGILIO ENEI,1976,CENTRO,MACATUBA,17290000,SP,"-22,5056239","-48,7121104"
14200,RUA MARIA JOSEFINA DE RESENDE,SN,SERRA,MIMOSO DO SUL,29400000,ES,"-21,0630898","-41,3706498"
14201,RUA TIMBURI,176,CHACARA CANTA GALO,COTIA,06711360,SP,"-23,6129455","-46,836016"
14202,AVENIDA FRANCISCO DESLANDES,667,ANCHIETA,BELO HORIZONTE,30310530,MG,"-19,9495769","-43,9289064"
14203,AVENIDA RAIMUNDO GERALDINO FONSECA,37,CANADA,SETE LAGOAS,35701390,MG,"-19,4445245","-44,2132252"
14205,AVENIDA DOS EXPEDICIONARIOS,4949,AEROPORTO,FORTALEZA,60411135,CE,"-3,7630721","-38,5405856"
14207,AVENIDA FRANCISCO DE SA,86,CENTRO,BELO HORIZONTE,30260444,MG,"-19,9229364","-43,9591946"
14209,AVENIDA NORTE,7123,MACAXEIRA,RECIFE,52090260,PE,"-8,0578381","-34,8828969"
14210,ESTRADA DOS TRES RIOS,90,JACAREPAGUA,RIO DE JANEIRO,22745004,RJ,"-22,9399879","-43,3425699"
14211,SITIO PONTE ALTA,SN,PONTE ALTA,ITARARE,18460000,SP,"-24,1089373","-49,3356859"
14212,RUA VEREADORA LUCIA FONSECA,38,BELA VISTA,SETE LAGOAS,35703031,MG,"-19,45738","-44,2416695"
14214,ESTRADA DO CAPAO REDONDO,310,CAPAO REDONDO,SALTO DE PIRAPORA,18160000,SP,"-23,6443472","-47,5720968"
14216,RUA NOSSA S DOS NAVEGANTES,SN,BARRA DO ARIRIU,PALHOCA,88130040,SC,"-27,6790997","-48,6409331"
14218,AVENIDA MINAS GERAIS,883,CENTRO,GOVERNADOR VALADARES,35010151,MG,"-18,8523534","-41,9478195"
